"filename", "language", "JSON", "Markdown", "UnityAssemblyDefinition", "C#", "UnityShader", "CSV", "XML", "comment", "blank", "total"
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\PopupContent\VariableSelectPopupWindowContent.cs", "C#", 0, 0, 0, 119, 0, 0, 0, 11, 24, 154
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\PortraitEditor.cs", "C#", 0, 0, 0, 256, 0, 0, 0, 18, 20, 294
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\SaveMenuEditor.cs", "C#", 0, 0, 0, 24, 0, 0, 0, 2, 6, 32
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\SaveMenuItems.cs", "C#", 0, 0, 0, 17, 0, 0, 0, 2, 3, 22
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\SayEditor.cs", "C#", 0, 0, 0, 184, 0, 0, 0, 3, 30, 217
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\SerializedPropertyExtensions.cs", "C#", 0, 0, 0, 43, 0, 0, 0, 2, 3, 48
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\SetVariableEditor.cs", "C#", 0, 0, 0, 61, 0, 0, 0, 10, 16, 87
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\SolutionFileFixer.cs", "C#", 0, 0, 0, 13, 0, 0, 0, 3, 1, 17
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\SpriteMenuItems.cs", "C#", 0, 0, 0, 27, 0, 0, 0, 2, 5, 34
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\StageEditor.cs", "C#", 0, 0, 0, 72, 0, 0, 0, 4, 10, 86
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableConditionEditor.cs", "C#", 0, 0, 0, 72, 0, 0, 0, 11, 22, 105
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableEditor.cs", "C#", 0, 0, 0, 259, 0, 0, 0, 13, 61, 333
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableListAdaptor.cs", "C#", 0, 0, 0, 275, 0, 0, 0, 10, 69, 354
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableReferenceDrawer.cs", "C#", 0, 0, 0, 53, 0, 0, 0, 7, 10, 70
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\AnimatorVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\AudioSourceVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\CollectionVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\Collider2DVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\ColliderVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\ColorVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\GameObjectVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\MaterialVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\Matrix4x4VariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\QuaternionVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\Rigidbody2DVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\RigidbodyVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\SpriteVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\TextureVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\TransformVariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\Vector2VariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\Vector3VariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\VariableTypes\Vector4VariableDrawer.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 3, 3, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\ViewEditor.cs", "C#", 0, 0, 0, 214, 0, 0, 0, 10, 39, 263
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\WriteEditor.cs", "C#", 0, 0, 0, 73, 0, 0, 0, 2, 15, 90
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\WriterAudioEditor.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 2, 7, 53
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EnumFlagAttribute.cs", "C#", 0, 0, 0, 13, 0, 0, 0, 4, 5, 22
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\ButtonClicked.cs", "C#", 0, 0, 0, 35, 0, 0, 0, 5, 9, 49
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\DragCancelled.cs", "C#", 0, 0, 0, 89, 0, 0, 0, 6, 20, 115
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\DragCompleted.cs", "C#", 0, 0, 0, 178, 0, 0, 0, 30, 40, 248
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\DragEntered.cs", "C#", 0, 0, 0, 132, 0, 0, 0, 12, 28, 172
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\DragExited.cs", "C#", 0, 0, 0, 132, 0, 0, 0, 12, 28, 172
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\DragStarted.cs", "C#", 0, 0, 0, 88, 0, 0, 0, 9, 22, 119
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\EndEdit.cs", "C#", 0, 0, 0, 32, 0, 0, 0, 5, 9, 46
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\FlowchartEnabled.cs", "C#", 0, 0, 0, 19, 0, 0, 0, 8, 4, 31
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\GameStarted.cs", "C#", 0, 0, 0, 28, 0, 0, 0, 5, 6, 39
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\KeyPressed.cs", "C#", 0, 0, 0, 51, 0, 0, 0, 11, 8, 70
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MessageReceived.cs", "C#", 0, 0, 0, 26, 0, 0, 0, 9, 6, 41
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\AnimatorState.cs", "C#", 0, 0, 0, 41, 0, 0, 0, 5, 8, 54
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\ApplicationState.cs", "C#", 0, 0, 0, 55, 0, 0, 0, 5, 8, 68
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\BasePhysicsEventHandler.cs", "C#", 0, 0, 0, 20, 0, 0, 0, 5, 4, 29
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\CharacterControllerCollide.cs", "C#", 0, 0, 0, 27, 0, 0, 0, 5, 4, 36
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\Collision.cs", "C#", 0, 0, 0, 37, 0, 0, 0, 5, 8, 50
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\Collision2D.cs", "C#", 0, 0, 0, 37, 0, 0, 0, 5, 7, 49
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\Mouse.cs", "C#", 0, 0, 0, 63, 0, 0, 0, 5, 13, 81
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\Particle.cs", "C#", 0, 0, 0, 47, 0, 0, 0, 5, 10, 62
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\Render.cs", "C#", 0, 0, 0, 80, 0, 0, 0, 7, 13, 100
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\TagFilteredEventHandler.cs", "C#", 0, 0, 0, 23, 0, 0, 0, 5, 4, 32
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\TransformChanged.cs", "C#", 0, 0, 0, 37, 0, 0, 0, 5, 7, 49
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\Trigger.cs", "C#", 0, 0, 0, 38, 0, 0, 0, 5, 7, 50
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\Trigger2D.cs", "C#", 0, 0, 0, 37, 0, 0, 0, 5, 7, 49
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\MonoBehaviour\UpdateTick.cs", "C#", 0, 0, 0, 43, 0, 0, 0, 5, 6, 54
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\ObjectClicked.cs", "C#", 0, 0, 0, 71, 0, 0, 0, 13, 19, 103
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\SavePointLoaded.cs", "C#", 0, 0, 0, 36, 0, 0, 0, 3, 6, 45
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\EventHandlers\ToggleChanged.cs", "C#", 0, 0, 0, 42, 0, 0, 0, 5, 11, 58
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Interfaces\IBlockCaller.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 5, 1, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Interfaces\ICollectionCompatible.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 6, 1, 14
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Interfaces\IDialogInputListener.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 5, 1, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Interfaces\IFungusCollection.cs", "C#", 0, 0, 0, 35, 0, 0, 0, 9, 28, 72
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Interfaces\ILocalizable.cs", "C#", 0, 0, 0, 11, 0, 0, 0, 19, 6, 36
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Interfaces\IStringLocationIdentifier.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 6, 1, 14
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Interfaces\IUpdateable.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 7, 1, 15
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Interfaces\IVariableReference.cs", "C#", 0, 0, 0, 7, 0, 0, 0, 5, 1, 13
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Interfaces\IWriterListener.cs", "C#", 0, 0, 0, 15, 0, 0, 0, 28, 9, 52
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Interfaces\IWriterTextDestination.cs", "C#", 0, 0, 0, 13, 0, 0, 0, 5, 3, 21
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Signals\BlockSignals.cs", "C#", 0, 0, 0, 17, 0, 0, 0, 15, 6, 38
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Signals\FungusActiveSignals.cs", "C#", 0, 0, 0, 66, 0, 0, 0, 23, 11, 100
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Signals\MenuSignals.cs", "C#", 0, 0, 0, 14, 0, 0, 0, 12, 4, 30
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Signals\SaveManagerSignals.cs", "C#", 0, 0, 0, 17, 0, 0, 0, 15, 6, 38
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Signals\WriterSignals.cs", "C#", 0, 0, 0, 20, 0, 0, 0, 18, 7, 45
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\AllVariableTypes.cs", "C#", 0, 0, 0, 284, 0, 0, 0, 35, 17, 336
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\BlockReference.cs", "C#", 0, 0, 0, 16, 0, 0, 0, 11, 3, 30
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\ConversationManager.cs", "C#", 0, 0, 0, 375, 0, 0, 0, 55, 69, 499
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\EventDispatcher.cs", "C#", 0, 0, 0, 93, 0, 0, 0, 38, 19, 150
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\FlowchartData.cs", "C#", 0, 0, 0, 138, 0, 0, 0, 42, 36, 216
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\FungusConstants.cs", "C#", 0, 0, 0, 16, 0, 0, 0, 26, 10, 52
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\GlobalVariables.cs", "C#", 0, 0, 0, 50, 0, 0, 0, 6, 9, 65
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\PortraitUtils.cs", "C#", 0, 0, 0, 153, 0, 0, 0, 20, 29, 202
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\SaveDataItem.cs", "C#", 0, 0, 0, 21, 0, 0, 0, 16, 8, 45
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\SaveHistory.cs", "C#", 0, 0, 0, 74, 0, 0, 0, 35, 23, 132
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\SavePointData.cs", "C#", 0, 0, 0, 62, 0, 0, 0, 29, 26, 117
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\StringFormatter.cs", "C#", 0, 0, 0, 52, 0, 0, 0, 5, 7, 64
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\TMProLinkAnimEffects.cs", "C#", 0, 0, 0, 286, 0, 0, 0, 86, 64, 436
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\TMProLinkAnimLookup.cs", "C#", 0, 0, 0, 35, 0, 0, 0, 66, 9, 110
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\TMProLinkAnimator.cs", "C#", 0, 0, 0, 153, 0, 0, 0, 31, 22, 206
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\TextAdapter.cs", "C#", 0, 0, 0, 303, 0, 0, 0, 7, 22, 332
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\TextTagParser.cs", "C#", 0, 0, 0, 268, 0, 0, 0, 15, 22, 305
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\TextTagToken.cs", "C#", 0, 0, 0, 45, 0, 0, 0, 45, 6, 96
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\TextVariationHandler.cs", "C#", 0, 0, 0, 146, 0, 0, 0, 54, 33, 233
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\VariableReference.cs", "C#", 0, 0, 0, 22, 0, 0, 0, 11, 7, 40
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Utils\VariableUtil.cs", "C#", 0, 0, 0, 61, 0, 0, 0, 5, 13, 79
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\AnimatorVariable.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 8, 8, 60
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\AudioSourceVariable.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 8, 8, 60
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\BaseVariableProperty.cs", "C#", 0, 0, 0, 14, 0, 0, 0, 2, 3, 19
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\BooleanVariable.cs", "C#", 0, 0, 0, 60, 0, 0, 0, 8, 9, 77
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\CollectionVariable.cs", "C#", 0, 0, 0, 43, 0, 0, 0, 9, 9, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collection\Collection.cs", "C#", 0, 0, 0, 55, 0, 0, 0, 6, 39, 100
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collection\Collider2DCollection.cs", "C#", 0, 0, 0, 6, 0, 0, 0, 2, 1, 9
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collection\ColliderCollection.cs", "C#", 0, 0, 0, 6, 0, 0, 0, 2, 1, 9
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collection\FloatCollection.cs", "C#", 0, 0, 0, 6, 0, 0, 0, 2, 1, 9
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collection\GameObjectCollection.cs", "C#", 0, 0, 0, 6, 0, 0, 0, 2, 1, 9
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collection\GenericCollection.cs", "C#", 0, 0, 0, 381, 0, 0, 0, 17, 54, 452
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collection\IntCollection.cs", "C#", 0, 0, 0, 6, 0, 0, 0, 2, 1, 9
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collection\IntVarCollection.cs", "C#", 0, 0, 0, 6, 0, 0, 0, 2, 1, 9
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collection\StringCollection.cs", "C#", 0, 0, 0, 6, 0, 0, 0, 2, 1, 9
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collection\TransformCollection.cs", "C#", 0, 0, 0, 6, 0, 0, 0, 2, 1, 9
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collider2DVariable.cs", "C#", 0, 0, 0, 43, 0, 0, 0, 9, 9, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\ColliderVariable.cs", "C#", 0, 0, 0, 43, 0, 0, 0, 9, 9, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Collision2DVariable.cs", "C#", 0, 0, 0, 9, 0, 0, 0, 6, 3, 18
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\CollisionVariable.cs", "C#", 0, 0, 0, 9, 0, 0, 0, 6, 3, 18
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\ColorVariable.cs", "C#", 0, 0, 0, 70, 0, 0, 0, 8, 9, 87
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\ControllerColliderHitVariable.cs", "C#", 0, 0, 0, 9, 0, 0, 0, 6, 3, 18
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\FloatVariable.cs", "C#", 0, 0, 0, 101, 0, 0, 0, 8, 14, 123
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\GameObjectVariable.cs", "C#", 0, 0, 0, 45, 0, 0, 0, 8, 8, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\IntegerVariable.cs", "C#", 0, 0, 0, 101, 0, 0, 0, 8, 14, 123
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\MaterialVariable.cs", "C#", 0, 0, 0, 45, 0, 0, 0, 8, 8, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Matrix4x4Variable.cs", "C#", 0, 0, 0, 70, 0, 0, 0, 9, 15, 94
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\ObjectVariable.cs", "C#", 0, 0, 0, 45, 0, 0, 0, 8, 8, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\QuaternionVariable.cs", "C#", 0, 0, 0, 70, 0, 0, 0, 9, 15, 94
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Rigidbody2DVariable.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 8, 8, 60
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\RigidbodyVariable.cs", "C#", 0, 0, 0, 43, 0, 0, 0, 9, 9, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\SpriteVariable.cs", "C#", 0, 0, 0, 45, 0, 0, 0, 8, 8, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\StringVariable.cs", "C#", 0, 0, 0, 87, 0, 0, 0, 15, 15, 117
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\TextureVariable.cs", "C#", 0, 0, 0, 45, 0, 0, 0, 8, 8, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\TransformVariable.cs", "C#", 0, 0, 0, 45, 0, 0, 0, 8, 8, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Vector2Variable.cs", "C#", 0, 0, 0, 85, 0, 0, 0, 8, 9, 102
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Vector3Variable.cs", "C#", 0, 0, 0, 76, 0, 0, 0, 8, 10, 94
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\VariableTypes\Vector4Variable.cs", "C#", 0, 0, 0, 75, 0, 0, 0, 9, 16, 100
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\link.xml", "XML", 0, 0, 0, 0, 0, 0, 54, 1, 0, 55
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\CSVParser\CSVSupport.cs", "C#", 0, 0, 0, 34, 0, 0, 0, 3, 12, 49
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\CSVParser\CsvParser.cs", "C#", 0, 0, 0, 191, 0, 0, 0, 7, 35, 233
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Components\ExecuteHandler.cs", "C#", 0, 0, 0, 230, 0, 0, 0, 37, 62, 329
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Components\InfoText.cs", "C#", 0, 0, 0, 15, 0, 0, 0, 5, 4, 24
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Components\LuaBindings.cs", "C#", 0, 0, 0, 117, 0, 0, 0, 38, 23, 178
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Components\LuaEnvironment.cs", "C#", 0, 0, 0, 245, 0, 0, 0, 87, 50, 382
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Components\LuaEnvironmentInitializer.cs", "C#", 0, 0, 0, 11, 0, 0, 0, 11, 5, 27
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Components\LuaScript.cs", "C#", 0, 0, 0, 83, 0, 0, 0, 36, 26, 145
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Components\LuaStore.cs", "C#", 0, 0, 0, 66, 0, 0, 0, 21, 23, 110
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Components\LuaUtils.cs", "C#", 0, 0, 0, 350, 0, 0, 0, 107, 73, 530
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Editor\DropDownControl.cs", "C#", 0, 0, 0, 67, 0, 0, 0, 4, 13, 84
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Editor\ExecuteHandlerEditor.cs", "C#", 0, 0, 0, 95, 0, 0, 0, 4, 15, 114
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Editor\Fungus.FungusLuaEditor.asmdef", "UnityAssemblyDefinition", 0, 0, 17, 0, 0, 0, 0, 0, 0, 17
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Thirdparty\FungusLua\Scripts\Editor\LuaBindingsEditor.cs", "C#", 0, 0, 0, 381, 0, 0, 0, 45, 85, 511
